"","Alytes_obstetricans","Discoglossus_sardus","Bombina_variegata","Epidalea_calamita","Hyla_arborea","Hyla_meridionalis","Hyla_sarda","Pelobates_cultripes","Pelobates_fuscus","Pelophylax_lessonae","Rana_arvalis","Rana_dalmatina","Rana_pyrenaica","Calotriton_asper","Lissotriton_vulgaris","Salamandra_lanzai","Triturus_cristatus","Triturus_marmoratus","Salamandra_atra","Coronella_austriaca","Hierophis_viridiflavus","Zamenis_longissimus","Algyroides_fitzingeri","Archaeolacerta_bedriagae","Lacerta_bilineata","Podarcis_muralis","Podarcis_tiliguerta","Timon_lepidus","Natrix_maura","Euleptes_europaea","Vipera_aspis","Discoglossus_montalentii","Pelophylax_grafi","Pelophylax_perezi","Speleomantes_strinatii","Euproctus_montanus","Salamandra_corsica","Iberolacerta_aranica","Iberolacerta_aurelioi","Iberolacerta_bonnali","Lacerta_agilis","Vipera_berus","Vipera_seoanei","Vipera_ursinii","Emys_orbicularis","Mauremys_leprosa","Testudo_hermanni","Zootoca_vivipara","Natrix_natrix"
"Euleptes_europaea",0.499514362383312,0.413715418841553,0.512738349195833,0.574829849137049,0.430372264499753,0.486357572653464,0.456957022308978,0.545684467797059,0.590526539088391,0.577708445261612,0.527802548035402,0.577293863538903,0.607706401697241,0.513925954223945,0.564245395877676,0.556575711999795,0.575907158970088,0.456515925270513,0.638681134890206,0.625050116321663,0.517722037487553,0.572435454525353,0.368348451563991,0.399716511270741,0.501730574252297,0.485556725747033,0.384033224055577,0.430027649770332,0.53119548451334,0.0227610013330211,0.495563194211468,0.428854123435671,0.525418184674861,0.584768967301465,0.270709588731055,0.397097890835609,0.483105110262482,0.572562995178989,0.429398971356915,0.471250685387733,0.610160146208482,0.563494271122672,0.601110479970067,0.520329959425706,0.517952901727927,0.53285381757106,0.526740255820949,0.480798718156609,0.595925031583249
"Vipera_aspis",0.499586326806002,0.513247302624443,0.481699314751602,0.537655237387356,0.532755028794416,0.582624931480961,0.544565199642559,0.597690765888089,0.577052739155646,0.58299862999386,0.575993950942339,0.618219155173749,0.476191573980641,0.451883417282972,0.620103423939068,0.415643023348756,0.600039108179147,0.633627742576624,0.51279300337947,0.279456704810398,0.489741875104382,0.392524953244462,0.495732050504998,0.478034560608002,0.453839462197441,0.474625585265167,0.520648348613321,0.537385071196389,0.405058430637812,0.449756493039702,0.0385926142356703,0.584996361422029,0.52822136004724,0.517897024707354,0.475558510949384,0.544307503137122,0.523306836739509,0.439124065673209,0.391403012021522,0.393841055035569,0.468315698235117,0.291865866935377,0.377323049191846,0.396515327311594,0.485706685933139,0.608986245541673,0.551614309878226,0.381776032859698,0.395578154416342
"Discoglossus_montalentii",0.527571178919427,0.377025628597276,0.483663518835457,0.588710369483206,0.489805332672315,0.486992269960013,0.504981399253221,0.502369539989151,0.532939094581828,0.56248848150938,0.611234040791307,0.491309404942832,0.398927760491735,0.375481054237602,0.573678141810307,0.482782340114399,0.580146312244671,0.53572393515953,0.520291535954087,0.663782580681571,0.632476557387888,0.611461418046429,0.450389003036725,0.369147240298321,0.609834378236979,0.617233916629618,0.394442012016254,0.612045838518563,0.567969235462419,0.416648509624284,0.581945102096892,0.04128946691258,0.563976227714403,0.581713491963086,0.329837785969182,0.334207886690304,0.316995163530612,0.466127258409339,0.492048488298586,0.443420043182137,0.596417119809175,0.651733832742224,0.445014114245431,0.502843588353826,0.673813589792779,0.569942367143853,0.642402108256337,0.490102902181813,0.621014328339388
"Pelophylax_grafi",0.542232184293153,0.489399621479993,0.6430468251418,0.45795894736561,0.663207742491319,0.489733803295072,0.478614455770455,0.322078951925418,0.461426715866974,0.46814021023264,0.589299217991259,0.554503762172209,0.646063857676742,0.623990358699881,0.507166044585761,0.667057177478195,0.590111646395479,0.576024096869875,0.500260307859613,0.571887280273416,0.59464173962603,0.520492207478111,0.568566052584459,0.657900143205279,0.560700117100296,0.582918787579457,0.545332694449297,0.506373325383182,0.401194992257756,0.585566234403053,0.579372264733293,0.605142190153414,0.0179532135306229,0.269381177810005,0.596282820500332,0.585342691737469,0.648951816299468,0.689425792422557,0.592625734140795,0.624467644252376,0.521726952305752,0.522921363524819,0.696756073419352,0.735405224339466,0.481513128905436,0.410258285625089,0.465885470961632,0.591011528580851,0.52994956514804
"Pelophylax_perezi",0.488444447902824,0.489103103990199,0.621898749388285,0.459558045728856,0.656917248104106,0.47358845484845,0.461825397553852,0.401315603455571,0.485247902007915,0.435905038787875,0.552117510134066,0.555473592714594,0.666586781424448,0.623826046202655,0.482110389983137,0.677610224036683,0.566936381218242,0.546563216503637,0.605192107253676,0.542424584342538,0.585288853001308,0.497336336001259,0.537874951672103,0.636906044955166,0.535560595387233,0.547317606461336,0.514479275833483,0.49837647293348,0.392898012761617,0.603013069340306,0.540428032148722,0.624389998185319,0.252188021249299,0.0274859196397003,0.594697260217007,0.614499296601875,0.701679273863662,0.70193369258792,0.575730751832346,0.616707739065031,0.524908552048217,0.494613421240951,0.687045222122151,0.72943265190081,0.447851957081323,0.469776278203232,0.458900373212751,0.537350519431881,0.523565158842477
"Speleomantes_strinatii",0.552668820387828,0.405711403409364,0.495954847935097,0.56890633826314,0.56136602251564,0.575674502074993,0.541647840208296,0.532445284291916,0.624111452825315,0.610309742770395,0.612872842779632,0.579921733363863,0.488667626082476,0.409183060646039,0.578656997835331,0.510431047200442,0.58866224118045,0.487197551782703,0.491423489172156,0.546045209531098,0.58309713035371,0.50785674529632,0.423712523893777,0.357290167841855,0.524027367364468,0.575842864187452,0.384333693765604,0.503507107721108,0.545342045455563,0.31340211263216,0.424882574426063,0.3288971637575,0.566193059374713,0.597897765162327,0.0206138619449646,0.313097671294135,0.41439482606669,0.675714337084783,0.480450789874612,0.531058089588667,0.529627305585495,0.618475778289677,0.543157046838096,0.472660324500632,0.546414010963292,0.552909159039327,0.531914152401685,0.509624975901403,0.602462635327065
"Euproctus_montanus",0.498844516069631,0.390824702814427,0.454637673867702,0.566327845090396,0.557558371344371,0.569061229957159,0.526563543939271,0.514663686994588,0.540746852716476,0.521250692431248,0.59101211857282,0.517845685906004,0.338241708187943,0.3188955941259,0.509514659464881,0.356069333811902,0.474678040683651,0.448683539305768,0.452034189289047,0.577962147990149,0.577020936425549,0.599647394746264,0.456334822011983,0.287974247847455,0.555471586245008,0.576429500166631,0.382336248204291,0.541944435241874,0.59128368576771,0.378950439381989,0.50222624229988,0.287410717539124,0.505260009361987,0.533443948655084,0.250385750969035,0.0289095710253116,0.300402348769954,0.456874106400555,0.423594986412792,0.423128797694076,0.555910095189418,0.58832542131757,0.375723469999892,0.37764366887764,0.581281382712843,0.478155114208214,0.549824727292052,0.503972254097104,0.5825864951344
"Salamandra_corsica",0.570680467418725,0.599982910731377,0.619211088046797,0.688828045381193,0.636438452985274,0.637098922704625,0.553604442070246,0.62506278491205,0.682657505155581,0.632822638877765,0.702674447040676,0.590711003935023,0.338196305994359,0.47884532864138,0.635071487423748,0.375682611429452,0.562278195108402,0.523596009441146,0.493082102561486,0.610772782150908,0.656177200428382,0.654503979672233,0.628047216282643,0.54197991593724,0.625124433644786,0.686436248651025,0.614002813663565,0.622914380899946,0.592420086256482,0.582152348953594,0.627323372640003,0.417611260604383,0.624904799775725,0.657036519969749,0.518420535623244,0.40155414645969,0.0302969051553232,0.485818311990116,0.6656126474575,0.657382061736499,0.679659766746496,0.584760981506343,0.270754283421901,0.329225379019747,0.653373467244004,0.526691648937759,0.630776844470488,0.676085524853278,0.61095186322724
"Iberolacerta_aranica",0.651670184560622,0.67136219701293,0.627766150737563,0.645151581698078,0.693156396912677,0.651948002486854,0.697927965657261,0.680561551446221,0.649970185018562,0.631727768135863,0.593705232939753,0.621163423770764,0.325523643008578,0.498133502724921,0.658404562433648,0.274554347933347,0.608313786566614,0.691498183112222,0.535745931310588,0.621878233488575,0.646152983185988,0.688516792372389,0.614418055006624,0.516142307337158,0.61381122134415,0.6246530286408,0.628510325128711,0.631726736608926,0.718821258376966,0.603680408095593,0.565229814829171,0.623471013424417,0.676099700036408,0.69208494358645,0.66935592256828,0.605501740770452,0.442219795129525,0.0469093367960538,0.347096898530841,0.344723650649483,0.563007692381116,0.672077282951978,0.401199914849821,0.380372851230056,0.632038744062539,0.703943387421492,0.647899491895739,0.541441060883579,0.671885821439727
"Iberolacerta_aurelioi",0.673846727623227,0.556453713199893,0.612748959455465,0.684393048480668,0.645967050096346,0.641796530517624,0.694254653679572,0.660641639700768,0.63513033310058,0.644777242405562,0.565086862942915,0.689711602312941,0.521040197309662,0.359656324407638,0.643816087524383,0.383093675522,0.571304924289629,0.658949872272154,0.58594155626601,0.62749480785516,0.662512833689863,0.705763851171447,0.508685376898585,0.496041397650854,0.619201952871367,0.644707439565064,0.4964542997564,0.635886586039441,0.735618155421616,0.466598530615353,0.489090731943125,0.580597055936544,0.634393663833072,0.664868523415933,0.525284377552356,0.53983325647386,0.654369015886615,0.223295823251607,0.04128946691258,0.1330670339367,0.564728208150851,0.716354204974049,0.646363655084993,0.562430712867448,0.594519536204251,0.656802630886625,0.649511398630682,0.451340810954137,0.713145940122946
"Iberolacerta_bonnali",0.609972160476523,0.572687877158006,0.534005942752148,0.636676322091771,0.644804252556741,0.641978332743164,0.664100963224671,0.637923914363161,0.613897888700602,0.657012582838223,0.566036076118507,0.620595368392957,0.429316113555504,0.345474186866077,0.652416833504702,0.350095735082121,0.575719255765979,0.631773129186804,0.530931602761491,0.585035296733044,0.629677116895299,0.666160982231147,0.458992466794292,0.431404117340381,0.573901300784604,0.597802517962723,0.466478462841591,0.594274923786578,0.708639667947328,0.479206356396312,0.424321693291541,0.491409878074088,0.628266626043291,0.6698028309024,0.552767047139658,0.473223677686808,0.593706474547378,0.21377410487168,0.137499499906491,0.0522458244072687,0.537413616230822,0.669272130263563,0.538502098251615,0.559978283833934,0.598023273221995,0.660835725144714,0.631173857028105,0.412036660134646,0.65904878152966
"Lacerta_agilis",0.456231313310653,0.52241122430106,0.288559852422152,0.372804566830522,0.428864431691372,0.499530731014597,0.545160854603648,0.467666889166538,0.446634791880011,0.414683310271548,0.44495857871834,0.446810790387044,0.53214578211158,0.475742558104231,0.400772743761751,0.536948921601661,0.415428727922861,0.520560748624719,0.393964713423466,0.330127888320622,0.392857726860147,0.360025921489679,0.51090354846514,0.539373042248371,0.351275101146459,0.366425042828871,0.477916025508313,0.368583201728238,0.468186802299459,0.52084327743582,0.443835643803648,0.535865421611841,0.512784406960073,0.501724249120172,0.45864932339173,0.528441197553803,0.606363627110577,0.508290379924068,0.406984042829921,0.443887471790919,0.0324395192633334,0.367624936063609,0.543168186138563,0.480923809409659,0.359258000488283,0.50442153083167,0.400645344461699,0.40342859319484,0.310679345954613
"Vipera_berus",0.380555441952959,0.558233485052054,0.519167537795855,0.430001255994998,0.488224394189401,0.4895919198666,0.442375350380687,0.580903274557375,0.542954304245703,0.455072789985047,0.526444616386816,0.549245263890398,0.607066143378192,0.580702548690289,0.471565499895533,0.56594714757507,0.506480468241957,0.539714898032234,0.469633661979485,0.209372453730977,0.43482437013078,0.318404122220531,0.49108577078699,0.55411387872443,0.447923215490094,0.403745881084171,0.507735942548359,0.490628210198854,0.318380311374586,0.540583802987022,0.256476426114363,0.6175731230823,0.512322865521289,0.481365322292405,0.573011098495686,0.618688883470322,0.594965433650543,0.600799354424276,0.535007279430136,0.557235155843177,0.400998187227143,0.0262489226109699,0.380244509649444,0.512441433277308,0.424956293891555,0.529697580499156,0.476530936379322,0.445469698303573,0.299884483296301
"Vipera_seoanei",0.696975434609342,0.707766485695554,0.705846900144015,0.788144106182957,0.729627714631546,0.739767049902797,0.675863054768554,0.783597149191326,0.732159009950221,0.663881388338213,0.757274981646325,0.673556071835267,0.321345109133122,0.612877360363832,0.763305778595465,0.412517442435362,0.714964034210149,0.724537314503965,0.620734579616458,0.555700555965845,0.648681854500981,0.628230316951198,0.682982165742642,0.582774049340473,0.717035922500961,0.716757977194215,0.703853133658596,0.691916187020195,0.580281281257966,0.700102264148524,0.576692229410071,0.634144568071404,0.738213343556815,0.718461829954991,0.676114906000944,0.585490768802788,0.329005383387324,0.422745472074295,0.734899318882101,0.678460683334675,0.693387045925296,0.508086844449122,0.0200213773501447,0.217659188315072,0.692731912961915,0.707025342430639,0.73206007231045,0.69983031644704,0.629277496634262
"Vipera_ursinii",0.760682737321948,0.737681784886505,0.671663330456847,0.76489654028374,0.731127226603425,0.743083726665038,0.722048779513749,0.740191086855637,0.741002294990217,0.765957202665703,0.751159810591436,0.765890027431887,0.390413861555243,0.633111963805411,0.77686206462516,0.518558009461818,0.760150545842433,0.718291958154425,0.661209835804479,0.578351115775313,0.587144113034223,0.603171885228742,0.656358880595139,0.530463547277056,0.653729224735587,0.714658665518297,0.668863208399131,0.640981462314281,0.639085459662768,0.62967592686372,0.53648172770126,0.638995730463026,0.745863566266583,0.780012998276259,0.611704732359522,0.57596988974553,0.353292729280296,0.4094870136496,0.661051229520827,0.684966286263008,0.647412541624304,0.593441463019827,0.247869579237294,0.0302969051553232,0.631498267066596,0.715995695674423,0.646137788903067,0.735241766072946,0.668612460601595
"Emys_orbicularis",0.422434258935452,0.47880641036218,0.492814651540083,0.418220321757618,0.522757416777911,0.419757183772762,0.459356994802809,0.385816725655581,0.446655393704733,0.431545504175456,0.516299456109685,0.49057914531064,0.606624864531174,0.49484753657002,0.459437669929662,0.522946968447276,0.438542966558187,0.456970678033489,0.487203182398263,0.3612808281875,0.335618619313736,0.349432062280543,0.476166833303129,0.530269961310822,0.288914813109829,0.428961329592994,0.462227171248791,0.330536116698684,0.284192963949944,0.426126813731734,0.411953626378962,0.549997473164869,0.421492578684302,0.360975585213758,0.529853649430333,0.521677602032269,0.552716066745601,0.568570255184699,0.526952277833792,0.545813086685045,0.4033669923375,0.407653499595807,0.565047816810257,0.524594706817167,0.0323650689748451,0.34584844354421,0.317210865345028,0.499058635930046,0.344070864910882
"Mauremys_leprosa",0.586444455482693,0.608499782065427,0.665198925337147,0.548221583623286,0.549489247749585,0.510671669212976,0.531732551099817,0.460242885780243,0.541518866494358,0.493730904069831,0.57134697828286,0.546751476548516,0.779738709391721,0.662166766611957,0.452913808743936,0.684044483519435,0.515951290674627,0.51927396953007,0.61237448200216,0.629075558134007,0.520945728559886,0.507885911132705,0.620199817619519,0.607297348097167,0.590289932885696,0.543767473290127,0.606615749976044,0.475593871662724,0.412101181119405,0.617091969388827,0.682374809579093,0.58845845933923,0.460391830612991,0.506683371174969,0.669108790224402,0.544145396386985,0.588201831218707,0.813385023813467,0.693936874879706,0.727536306569161,0.656835053891688,0.521705486703546,0.692319593232156,0.67165045271537,0.501333652372915,0.0200213773501447,0.452308761570109,0.701408387238497,0.508606965428324
"Testudo_hermanni",0.53114322321712,0.463106849895146,0.594236211397655,0.432432083100773,0.56490940762629,0.417604717960843,0.382465900858459,0.402582811222153,0.568303812993816,0.518141357439796,0.555697318881714,0.557984776098369,0.657199375034911,0.525147336460847,0.466728466316455,0.585961839901443,0.508114814929669,0.472929495064251,0.493752312170389,0.484005062206098,0.361873588743031,0.397886914956149,0.446946461772192,0.533446555669,0.354530172508173,0.443684196006122,0.423799659620734,0.348195682247131,0.427715514162178,0.501321789656934,0.574709884670008,0.596255012359037,0.442039130770786,0.392166333650789,0.551475983090901,0.552623091233185,0.565263130006368,0.616026274890975,0.58588161364002,0.539650546328034,0.547165281769173,0.468932144552662,0.663047467059088,0.574521023812624,0.298283431505271,0.391416930073535,0.0302969051553232,0.594908217976225,0.49451583070297
"Zootoca_vivipara",0.372819635007304,0.393586286842653,0.282560234729378,0.440524707841543,0.412758091342119,0.430856508901483,0.486975488675161,0.529639609628259,0.483462732453442,0.486974608684628,0.347139475564541,0.489410810153076,0.450069474645688,0.430291852361634,0.500852694792924,0.418873944438139,0.575773864220107,0.459488741880136,0.429505525635721,0.351070959949351,0.533016768136233,0.436778484038042,0.396150914617012,0.435906215366422,0.432059417541998,0.299706117322533,0.392220873441782,0.491191033456015,0.431191164758653,0.41081690158481,0.309475781194508,0.479106143939664,0.523236945949444,0.462330691959214,0.449001880012973,0.504606422194306,0.493986990784914,0.376292683322154,0.359894546962889,0.357980391892187,0.380469005747901,0.402382395789516,0.44953634196609,0.485206294622973,0.483244879223497,0.530450153671355,0.513251697486983,0.0481253203447476,0.400798185540648
"Natrix_natrix",0.381619729101384,0.478399073842545,0.386536423280091,0.481466848637452,0.467078350189442,0.465122973231134,0.519908741662128,0.51998531759804,0.472523861345515,0.418093557014422,0.451374180302806,0.466007729060316,0.514658480755867,0.508972729271663,0.46261029555076,0.548645766746982,0.418771400732823,0.487879524898131,0.428009890172447,0.353357528291124,0.244645629546834,0.347691455703598,0.527231530508045,0.568724586395252,0.340848715417822,0.39782224639424,0.559071631286532,0.458508030352197,0.450273870237041,0.569985839148563,0.440898275037342,0.552259902510953,0.57454208000673,0.527442778941358,0.572814024743076,0.547114523567022,0.55424541440564,0.570518231148704,0.547347575287636,0.535279654815861,0.386749551853137,0.400561067214235,0.482213005960312,0.525120262391789,0.457827191040015,0.47195681373206,0.479918967518578,0.44637482083291,0.0241483354630327
